/* DATA DESCRIPTION:
Citation:	Rick, Johannes J; Canals, Lydia E; Kraberg, Alexandra Claudia; Asmus, Ragnhild; Wiltshire, Karen Helen (2016): Phytoplankton biomass as carbon in the Wadden Sea off List, Sylt, North Sea in 2008. Alfred Wegener Institute - Wadden Sea Station Sylt, PANGAEA, https://doi.org/10.1594/PANGAEA.857548
Project(s):	Long-term Ecological Research at AWI (LTER) (URI: http://www.awi.de/en/science/biosciences/functional-ecology.html)
Coverage:	MEDIAN LATITUDE: 55.022765 * MEDIAN LONGITUDE: 8.449950 * SOUTH-BOUND LATITUDE: 55.015530 * WEST-BOUND LONGITUDE: 8.439900 * NORTH-BOUND LATITUDE: 55.030000 * EAST-BOUND LONGITUDE: 8.460000
	DATE/TIME START: 2008-01-03T00:00:00 * DATE/TIME END: 2008-12-18T00:00:00
	MINIMUM DEPTH, water: 0 m * MAXIMUM DEPTH, water: 0 m
Event(s):	List_Ferry_Terminal * LATITUDE: 55.015530 * LONGITUDE: 8.439900 * LOCATION: German Bight Wadden Sea * CAMPAIGN: Long-term time series Sylt * METHOD/DEVICE: Multiple investigations (MULT)
	List_Reede (Lister_Ley) * LATITUDE: 55.030000 * LONGITUDE: 8.460000 * LOCATION: German Bight Wadden Sea * CAMPAIGN: Long-term time series Sylt * METHOD/DEVICE: Multiple investigations (MULT)
Parameter(s):	Event label (Event) * PI: Rick, Johannes J (https://orcid.org/0000-0002-7842-9347, johannes.rick@awi.de, http://www.awi.de/en/about-us/organisation/staff/johannes-rick.html)
	DATE/TIME (Date/Time) * GEOCODE * PI: Rick, Johannes J (https://orcid.org/0000-0002-7842-9347, johannes.rick@awi.de, http://www.awi.de/en/about-us/organisation/staff/johannes-rick.html) * METHOD/DEVICE: Quantitative phyto- and microzooplankton analysis (AWI/BAH) (URI: hdl:10013/epic.45424.d001)
	DEPTH, water [m] (Depth water) * GEOCODE * PI: Rick, Johannes J (https://orcid.org/0000-0002-7842-9347, johannes.rick@awi.de, http://www.awi.de/en/about-us/organisation/staff/johannes-rick.html) * METHOD/DEVICE: Quantitative phyto- and microzooplankton analysis (AWI/BAH) (URI: hdl:10013/epic.45424.d001)
