/* DATA DESCRIPTION:
Citation:	Asmus, Ragnhild; Asmus, Harald (2016): Phytoplankton primary production at Koenigshafen, List/Sylt, in 2007. Alfred Wegener Institute - Wadden Sea Station Sylt, PANGAEA, https://doi.org/10.1594/PANGAEA.860606
Project(s):	Long-term Ecological Research at AWI (LTER) (URI: http://www.awi.de/en/science/biosciences/functional-ecology.html)
Coverage:	LATITUDE: 55.033100 * LONGITUDE: 8.438100
	DATE/TIME START: 2007-01-30T00:00:00 * DATE/TIME END: 2007-11-22T00:00:00
	MINIMUM DEPTH, water: 0 m * MAXIMUM DEPTH, water: 0 m
Event(s):	List_Koenigshafen * LATITUDE: 55.033100 * LONGITUDE: 8.438100 * LOCATION: German Bight Wadden Sea * CAMPAIGN: Long-term time series Sylt * METHOD/DEVICE: Multiple investigations (MULT)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Asmus, Ragnhild (https://orcid.org/0000-0003-3300-6065, ragnhild.asmus@awi.de, http://www.awi.de/en/about-us/organisation/staff/ragnhild-asmus.html)
	DEPTH, water [m] (Depth water) * GEOCODE * PI: Asmus, Ragnhild (https://orcid.org/0000-0003-3300-6065, ragnhild.asmus@awi.de, http://www.awi.de/en/about-us/organisation/staff/ragnhild-asmus.html)
	Temperature, water [°C] (Temp) * PI: Asmus, Ragnhild (https://orcid.org/0000-0003-3300-6065, ragnhild.asmus@awi.de, http://www.awi.de/en/about-us/organisation/staff/ragnhild-asmus.html)
	Chlorophyll total [mg/m**3] (Chl tot) * PI: Asmus, Ragnhild (https://orcid.org/0000-0003-3300-6065, ragnhild.asmus@awi.de, http://www.awi.de/en/about-us/organisation/staff/ragnhild-asmus.html)
	Biomass as carbon per volume [µg/l] (Biom C) * PI: Asmus, Ragnhild (https://orcid.org/0000-0003-3300-6065, ragnhild.asmus@awi.de, http://www.awi.de/en/about-us/organisation/staff/ragnhild-asmus.html)
	Net primary production of oxygen [µmol/l/h] (NPP O2) * PI: Asmus, Ragnhild (https://orcid.org/0000-0003-3300-6065, ragnhild.asmus@awi.de, http://www.awi.de/en/about-us/organisation/staff/ragnhild-asmus.html)
	Respiration rate, oxygen [µmol/l/h] (Resp O2) * PI: Asmus, Ragnhild (https://orcid.org/0000-0003-3300-6065, ragnhild.asmus@awi.de, http://www.awi.de/en/about-us/organisation/staff/ragnhild-asmus.html)
	Gross primary production of oxygen [µmol/l/h] (GPP O2) * PI: Asmus, Ragnhild (https://orcid.org/0000-0003-3300-6065, ragnhild.asmus@awi.de, http://www.awi.de/en/about-us/organisation/staff/ragnhild-asmus.html)
	Gross primary production of carbon [mg/l/h] (GPP C) * PI: Asmus, Ragnhild (https://orcid.org/0000-0003-3300-6065, ragnhild.asmus@awi.de, http://www.awi.de/en/about-us/organisation/staff/ragnhild-asmus.html)
	Net production of Carbon, organic, dissolved + particulate [mg/l/h] (NP DOC+POC) * PI: Asmus, Ragnhild (https://orcid.org/0000-0003-3300-6065, ragnhild.asmus@awi.de, http://www.awi.de/en/about-us/organisation/staff/ragnhild-asmus.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	152 data points
*/
Date/Time	Depth water [m]	Temp [°C]	Chl tot [mg/m**3]	Biom C [µg/l]	NPP O2 [µmol/l/h]	Resp O2 [µmol/l/h]	GPP O2 [µmol/l/h]	GPP C [mg/l/h]	NP DOC+POC [mg/l/h]
2007-01-30	0	6.00	8.48	424.2	0.0000	-0.6469	0.6469	0.0066	0.0000
2007-02-14	0	4.40	3.89	194.6	0.5094	-0.5469	1.0531	0.0108	0.0052
2007-02-28	0	6.00	6.06	303.1	0.5750	0.0000	0.5750	0.0059	0.0059
2007-03-15	0	8.40	1.35	67.5	0.6438	-0.7438	1.3875	0.0142	0.0066
2007-03-28	0	9.80	10.91	545.7	2.6750	-1.0750	3.7500	0.0384	0.0274
2007-04-13	0	13.30	45.62	2281.0	14.1156	-2.1750	16.2906	0.1668	0.1445
2007-04-26	0	20.70	24.40	1220.2	8.1094	-1.4500	9.5625	0.0979	0.0831
2007-05-29	0	15.70	9.08	454.1	5.4063	-1.6125	7.0188	0.0719	0.0553
2007-06-12	0	20.70	7.43	371.6	6.5406	-1.3531	7.8938	0.0808	0.0670
2007-06-26	0	17.30	8.07	403.5	1.3719	-0.4094	1.7813	0.0182	0.0140
2007-07-11	0	17.10	4.57	228.7	2.9438	-0.6063	3.5500	0.0363	0.0302
2007-08-10	0	21.10	2.68	134.2	2.7063	-0.2813	2.9875	0.0306	0.0277
2007-08-24	0	20.60	0.96	48.2	1.1656	-0.3375	1.5063	0.0154	0.0119
2007-09-10	0	14.70	7.48	373.8	0.9281	0.0000	0.9281	0.0095	0.0095
2007-09-24	0	16.20	8.52	425.9	1.9563	-0.2938	2.2500	0.0231	0.0200
2007-10-06	0	13.50	0.93	46.5	-0.2906	-0.3594	0.0688	0.0007	-0.0030
2007-10-22	0	9.70	5.77	288.6	0.0031	-0.3938	0.3969	0.0041	0.0000
2007-11-07	0	9.10	13.01	650.3	-3.4531	-4.3438	0.8906	0.0091	-0.0354
2007-11-22	0	6.70	6.09	304.4	0.5813	-3.9719	4.5531	0.0466	0.0059
